ID,Work Item Type,Title,Description,Acceptance Criteria,Priority,State,Area Path,Iteration Path,Tags,Story Points,Original Estimate Hours,Parent
140,Feature,Series Bible Service,"The Series Bible Service manages a Neo4j Aura graph of characters, locations, props, world rules, story arcs, and lore facts. Every entity has a stable UUID, is project-scoped, and participates in a rich relationship graph (APPEARS_IN, SET_IN, HAS_VOICE, SUPERSEDES, RELATED_TO, PARTICIPATES_IN). The canon consistency checker uses graph traversal to detect contradictions between new facts and established ones. Voice profiles per character capture vocabulary, speech patterns, and forbidden words for AI grounding. Stub entities are auto-created when character and location names are detected on script checkpoint. Reference: Wiki/03-data-model.md Series Bible Graph, Wiki/15-roadmap.md Sprint 5.","- Character, Location, Fact, Rule, VoiceProfile nodes created and queryable in Neo4j Aura
- APPEARS_IN and SET_IN relationships created when character/location first linked to a script scene
- Fact supersedure chain traversable: SUPERSEDES relationship queryable via Cypher path query
- Canon consistency check: validateScriptConsistency gRPC returns ConflictResult[] for a contradictory test case
- Voice profile stored with vocabularyLevel, speechPatterns, forbiddenWords, referenceSceneIds
- AI context gRPC methods (getWorldRules, getCharacterFacts, getVoiceProfiles) all returning correct data
- Character and location stub nodes auto-created from script.checkpointed NATS events within 30s
- Bible Service deployed to staging with Neo4j Aura connection; /health returns 200",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; graphql; grpc; sprint-5,,,Import Pipeline & Series Bible
141,User Story,As a writer I can create and manage characters locations facts and world rules in the Series Bible,"The Series Bible is where showrunners and writers capture the living canon of their story: who the characters are, where scenes take place, what rules govern the story world, and what facts have been established across episodes. These entities are linked back to specific script scenes so writers can trace where any fact originated. All CRUD operations must be project-scoped and support soft deactivation so facts are never lost but can be superseded. Reference: Wiki/03-data-model.md Node Labels and Property Schemas, Wiki/15-roadmap.md Sprint 5.","- Character node: create with { name, description, characterType ('protagonist','antagonist','supporting','minor') }; read by id; update name and description; deactivate (isActive=false); link to scene via APPEARS_IN relationship with role
- Location node: create with { name, locationType ('interior','exterior','both'), description }; link to scene via SET_IN
- Fact node: create with { factText, confidence, sourceSceneId, tags[] }; SUPERSEDES relationship to previous fact when updating; supersedure chain traversable via path query
- Rule node (world rule): create with { ruleText, category ('PHYSICAL','SOCIAL','NARRATIVE') }; queryable by category; isActive toggle
- All nodes carry: id (UUID), orgId, projectId, createdAt, updatedAt, isActive
- CRUD operations all scoped by orgId + projectId; cross-project access returns 403 from gRPC
- Soft delete: deactivate sets isActive=false; deactivated nodes excluded from default queries but retained for audit",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; characters; facts; sprint-5,8,,Series Bible Service
142,Task,Apply Neo4j Cypher constraints and vector index for the Series Bible Graph schema in packages/db,"Create packages/db/migrations/bible/constraints.cypher with all Cypher DDL from Wiki/03-data-model.md Cypher Constraints section. Uniqueness constraints: CREATE CONSTRAINT char_id FOR (n:Character) REQUIRE n.id IS UNIQUE; location_id, fact_id, rule_id, arc_id, lore_id, voice_id, scene_ref_id, ep_ref_id. Existence constraints on mandatory properties: REQUIRE n.orgId IS NOT NULL on Character, Location, Fact, Rule. Vector index: CALL db.index.vector.createNodeIndex('factEmbeddings', 'Fact', 'embedding', 1536, 'cosine') for OpenAI text-embedding-3-large dimension. Composite index for project queries: CREATE INDEX char_project FOR (n:Character) ON (n.orgId, n.projectId); same for Location, Fact, Rule. Create a migration runner script (packages/db/scripts/apply-bible-constraints.ts) that connects to Neo4j Aura and applies all constraints idempotently (SHOW CONSTRAINTS → skip if exists). Run in CI and as a Kubernetes Job on deployment. Verify: SHOW CONSTRAINTS lists all 15+ constraints; SHOW INDEXES includes factEmbeddings.",,1,New,ScriptOS,ScriptOS\Sprint 5,neo4j; schema; constraints; sprint-5,,6,As a writer I can create and manage characters locations facts and world rules in the Series Bible
143,Task,Implement Bible Service character CRUD with APPEARS_IN scene linkage in Neo4j,"Implement services/bible/src/handlers/character.handler.ts. gRPC: CreateCharacter(CreateCharacterRequest) → CharacterResponse; GetCharacter(GetCharacterRequest) → CharacterResponse; UpdateCharacter; DeactivateCharacter (sets isActive=false); LinkCharacterToScene(characterId, sceneRefId, role) → creates APPEARS_IN relationship. Cypher for create: CREATE (c:Character { id: $id, name: $name, description: $desc, characterType: $type, orgId: $orgId, projectId: $projectId, isActive: true, createdAt: datetime(), updatedAt: datetime() }). Cypher for APPEARS_IN: MATCH (c:Character {id: $cId}), (s:SceneRef {id: $sId}) CREATE (c)-[:APPEARS_IN { role: $role, linkedAt: datetime() }]->(s). SceneRef nodes created on first reference (MERGE pattern). Integration test: createCharacter → linkToScene → getCharacter → assert character has APPEARS_IN to scene. Write unit tests for all Cypher queries using neo4j-driver TestContainers or a mock driver.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; character; grpc; sprint-5,,8,As a writer I can create and manage characters locations facts and world rules in the Series Bible
144,Task,Implement Bible Service location CRUD with SET_IN scene linkage in Neo4j,"Implement services/bible/src/handlers/location.handler.ts. gRPC: CreateLocation, GetLocation, UpdateLocation, DeactivateLocation, LinkLocationToScene. Cypher patterns mirror Character handler with Location label and SET_IN relationship. Additional location properties: intExt (extracted from scene headings: INT.=interior, EXT.=exterior, INT./EXT.=both), linkedSceneCount (computed via COUNT query for display). Cypher for SET_IN: MATCH (l:Location {id: $lId}), (s:SceneRef {id: $sId}) MERGE (l)-[:SET_IN { linkedAt: datetime() }]->(s). GetLocation returns: { id, name, locationType, description, linkedSceneCount, linkedEpisodes, isActive }. Integration test: createLocation → linkToScene via SET_IN → getLocation → assert linkedSceneCount = 1.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; location; grpc; sprint-5,,6,As a writer I can create and manage characters locations facts and world rules in the Series Bible
145,Task,Implement Bible Service fact creation with provenance chain and SUPERSEDES relationship in Neo4j,"Implement services/bible/src/handlers/fact.handler.ts. A fact captures a canonical truth about the story world anchored to the scene where it was established. Cypher for create: CREATE (f:Fact { id: $id, factText: $text, confidence: $confidence, tags: $tags, sourceSceneId: $sourceSceneId, orgId: $orgId, projectId: $projectId, isActive: true, createdAt: datetime() }). On superseding an existing fact: MATCH (old:Fact {id: $oldId}) CREATE (new:Fact {...}) CREATE (new)-[:SUPERSEDES { reason: $reason, supersededAt: datetime() }]->(old) SET old.isActive = false. Supersedure chain query: MATCH path = (f:Fact {id: $id})-[:SUPERSEDES*0..10]->(ancestor) RETURN path — traversable for audit. Embedding: on create, call OpenAI text-embedding-3-large API with factText; store as embedding property (float[] 1536 dims) for semantic search in Sprint 6. Integration test: createFact → supersedeFact → query chain → assert chain length = 2 → assert old fact isActive=false.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; facts; provenance; sprint-5,,6,As a writer I can create and manage characters locations facts and world rules in the Series Bible
146,Task,Implement Bible Service world rule CRUD with Rule node and category filtering,"Implement services/bible/src/handlers/rule.handler.ts. World rules define the governing logic of the story universe (PHYSICAL: gravity, time travel rules; SOCIAL: how factions interact; NARRATIVE: genre conventions, plot constraints). gRPC: CreateRule({ ruleText, category, orgId, projectId }) → RuleResponse; GetRule; ListRules({ projectId, category? }) — supports optional category filter; UpdateRule; DeactivateRule. Cypher for create: CREATE (r:Rule { id: $id, ruleText: $text, category: $category, orgId: $orgId, projectId: $projectId, isActive: true, createdAt: datetime() }). ListRules with category filter: MATCH (r:Rule { orgId: $orgId, projectId: $projectId, isActive: true }) WHERE r.category = $category OR $category IS NULL RETURN r ORDER BY r.createdAt. Integration test: create 3 rules (1 PHYSICAL, 1 SOCIAL, 1 NARRATIVE) → listRules(category: PHYSICAL) → assert 1 result → listRules(no filter) → assert 3 results.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; rules; grpc; sprint-5,,4,As a writer I can create and manage characters locations facts and world rules in the Series Bible
147,User Story,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles,"The AI Service in Sprint 6 will call the Bible Service to assemble context for dialogue suggestions and consistency checks. The Bible Service must expose reliable gRPC batch methods that return world rules, character facts, and voice profiles for a given project and character set. The canon consistency checker detects contradictions between new writer-asserted facts and established bible facts using graph traversal — it is the core of the AI-assisted canon guardian feature. Reference: Wiki/03-data-model.md Conflict Detection Algorithm, Wiki/05-ai-governance.md Context Assembly.","- validateScriptConsistency(projectId, newFacts[]) gRPC: detects contradictions; returns ConflictResult[] with { existingFactId, newFactId, conflictType, severity: 'ERROR' | 'WARNING' | 'INFO' }
- Voice profile stored per character: { vocabularyLevel, speechPatterns[], forbiddenWords[], referenceSceneIds[] }; CreateVoiceProfile, GetVoiceProfile, UpdateVoiceProfile gRPC
- getWorldRules(projectId) returns all active Rule nodes for a project (used by AI context assembly)
- getCharacterFacts(characterId, limit) returns top-N active facts for a character ordered by confidence desc
- getVoiceProfiles(characterIds[]) batch returns voice profiles for multiple characters in one call
- BibleService proto in packages/proto/bible.proto; buf generate produces TypeScript stubs with zero compile errors
- Script Service subscribes to script.checkpointed NATS event; extracts character and location names from scene headings via NLP; creates Character stub nodes (isStub=true) if name not already in bible within 30s of event",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; grpc; ai-context; canon; voice-profile; sprint-5,13,,Series Bible Service
148,Task,Implement validateScriptConsistency gRPC for canon conflict detection using Neo4j graph traversal,"Implement services/bible/src/handlers/consistency.handler.ts. Input: ValidateScriptConsistencyRequest { projectId, newFacts: [{ id, factText, confidence, tags[], sourceSceneId }] }. For each new fact: (1) Generate embedding via OpenAI text-embedding-3-large API. (2) Semantic search in Neo4j vector index: CALL db.index.vector.queryNodes('factEmbeddings', 10, $embedding) YIELD node, score WHERE node.projectId = $projectId AND node.isActive = true RETURN node, score. (3) For each result with score > 0.88 (high semantic similarity): run contradiction heuristic — if factText contains negation keywords (not, never, no longer, opposite) compared to similar established fact → classify as CONTRADICTION (severity ERROR); if partially overlapping claims → WARNING. (4) Also run rule-based checks: if new fact asserts a character attribute that contradicts an existing character attribute fact for same character + same attribute type → ERROR. Return ConflictResult[]. Integration test: establish fact 'Walter is a high school teacher' → call validate with new fact 'Walter is a drug lord' → assert ConflictResult returned with severity ERROR.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; consistency; canon; sprint-5,,8,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles
149,Task,Implement character voice profile CRUD with HAS_VOICE relationship in Neo4j,"Implement services/bible/src/handlers/voice-profile.handler.ts. Each character has at most one VoiceProfile (one-to-one via HAS_VOICE relationship). gRPC: CreateVoiceProfile({ characterId, vocabularyLevel, speechPatterns[], forbiddenWords[], referenceSceneIds[] }) → VoiceProfileResponse. If character already has a profile: return ALREADY_EXISTS with profile id. UpdateVoiceProfile: MATCH (v:VoiceProfile { id: $id }) SET v.vocabularyLevel = $level, v.speechPatterns = $patterns, v.forbiddenWords = $words, v.updatedAt = datetime(). GetVoiceProfile(characterId): MATCH (c:Character {id: $cId})-[:HAS_VOICE]->(v:VoiceProfile) RETURN v. AddReferenceScene(profileId, sceneId): appends sceneId to v.referenceSceneIds (array property); max 5 reference scenes enforced (return FAILED_PRECONDITION if already at 5). Integration test: create character → create voice profile → add 3 reference scenes → getVoiceProfile → assert all fields correct → attempt to add 6th scene → assert FAILED_PRECONDITION error.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; neo4j; voice-profile; grpc; sprint-5,,6,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles
150,Task,Implement getWorldRules getCharacterFacts and getVoiceProfiles batch gRPC methods for AI context assembly,"Implement services/bible/src/handlers/ai-context.handler.ts. Three gRPC methods optimised for AI context assembly (called by AI Service in Sprint 6 in the hot path for dialogue suggestions): (1) GetWorldRules(projectId, category?): MATCH (r:Rule { orgId: $orgId, projectId: $projectId, isActive: true }) RETURN r ORDER BY r.category, r.createdAt; return all rules (typically 5-20 for a series). (2) GetCharacterFacts(characterId, limit=20): MATCH (f:Fact)-[:ABOUT]->(c:Character {id: $cId}) WHERE f.isActive = true RETURN f ORDER BY f.confidence DESC LIMIT $limit. (3) GetVoiceProfiles(characterIds[]): batch lookup of voice profiles for up to 10 characters in a single Cypher query: MATCH (c:Character)-[:HAS_VOICE]->(v:VoiceProfile) WHERE c.id IN $ids RETURN c.id, v. All methods must complete in under 100ms for typical project sizes (benchmarked in integration tests). These are read-only; no write side effects.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; grpc; ai-context; neo4j; sprint-5,,6,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles
151,Task,Define complete BibleService proto definitions in packages/proto/bible.proto with all RPC methods and message types,"Write packages/proto/bible.proto. Service BibleService: CreateCharacter, GetCharacter, UpdateCharacter, DeactivateCharacter, LinkCharacterToScene; CreateLocation, GetLocation, UpdateLocation, LinkLocationToScene; CreateFact, SupersedeFact, GetFactChain; CreateRule, ListRules; CreateVoiceProfile, GetVoiceProfile, UpdateVoiceProfile, AddReferenceScene; ValidateScriptConsistency; GetWorldRules; GetCharacterFacts; GetVoiceProfiles (batch). Key messages: CharacterProto { string id, name, description, characterType, orgId, projectId, isActive; repeated FactProto facts; VoiceProfileProto voiceProfile }; FactProto { string id, factText, sourceSceneId; float confidence; repeated string tags; bool isActive }; VoiceProfileProto { string id, characterId; string vocabularyLevel; repeated string speechPatterns; repeated string forbiddenWords; repeated string referenceSceneIds }; ConflictResult { string existingFactId, newFactId, conflictType; ConflictSeverity severity }. Update buf.gen.yaml; run buf generate; verify TypeScript stubs compile with zero errors.",,1,New,ScriptOS,ScriptOS\Sprint 5,proto; grpc; bible-service; sprint-5,,4,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles
152,Task,Implement NATS consumer in Script Service that extracts character and location names from checkpointed scenes and creates Bible stubs,"Implement services/script/src/consumers/bible-stub.consumer.ts. Subscribe to NATS subject scriptos.script.checkpointed (durable consumer: bible-stub). On each event: (1) Fetch the changed scene IDs from the event payload. (2) Call Script Service GetSceneSnapshot gRPC for each changed scene to retrieve headingText and raw element text. (3) Extract character names: collect all character_name node textContent values from the scene's AST nodes. (4) Extract location names: parse scene_heading text — split on INT./EXT., extract the location portion (before the dash). (5) For each extracted name: call Bible Service GetCharacterByName(name, projectId) gRPC — if NOT_FOUND: call Bible Service CreateCharacter with isStub=true, name=extractedName. Same pattern for Location. (6) isStub=true marks auto-created entries so writers know they need enrichment. Processing latency target: all stubs created within 30s of checkpoint event. Integration test: checkpoint event with 2 character names → verify 2 Character stub nodes created in Neo4j.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; nats; script-service; sprint-5,,6,As a service consumer the Bible Service provides gRPC APIs for canon consistency checking AI context assembly and character voice profiles
153,User Story,As a developer the Bible Service is deployed to staging with GraphQL subgraph NATS integration and Neo4j Aura connection,"Operational readiness for the Bible Service: Docker image, Kubernetes manifests, Neo4j Aura connection via ExternalSecret, NATS consumer running, and GraphQL subgraph federated into Apollo Router. Reference: Wiki/15-roadmap.md Sprint 5 Definition of Done.","- Bible Service GraphQL subgraph: character(id) { facts { factText confidence } voiceProfile { forbiddenWords } } query works through Apollo Router
- Character, Location, Fact, and VoiceProfile types exposed in subgraph with @key federation directives
- Bible Service Kubernetes Deployment: 2 replicas, Neo4j Aura URL from ExternalSecret, resource limits 500m CPU / 512Mi RAM
- /health returns { status: 'ok', neo4j: 'connected', version: '<git-sha>' } — health check includes Neo4j ping
- NATS consumer for script.checkpointed running; stub nodes created within 30s of checkpoint events (verified in staging)
- Neo4j Cypher constraints and vector index applied via Kubernetes Job on deployment
- Bible Service Docker image in CI release workflow; deployed to staging; kubectl get pods returns 2/2 Running",1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; kubernetes; graphql; devops; sprint-5,5,,Series Bible Service
154,Task,Implement Bible Service GraphQL subgraph with Character Location Fact and VoiceProfile types and Apollo Federation directives,"Create services/bible/src/graphql/schema.graphql. Types: Character @key(fields: id) { id, name, description, characterType, isStub, facts: [Fact!]!, voiceProfile: VoiceProfile, linkedScenes: [SceneRef!]! }; Location @key(fields: id) { id, name, locationType, description, linkedScenes: [SceneRef!]! }; Fact { id, factText, confidence, tags, isActive, sourceSceneId, supersededBy: Fact }; VoiceProfile { id, vocabularyLevel, speechPatterns, forbiddenWords, referenceSceneIds }; Rule { id, ruleText, category, isActive }. Queries: character(id), characters(projectId, includeStubs), location(id), locations(projectId), worldRules(projectId, category). Mutations: createCharacter, updateCharacter, createFact, supersedeFact, createRule, createVoiceProfile, updateVoiceProfile. Resolver implementation using neo4j-driver from Bible Service gRPC handlers. Add Bible Service to apps/gateway/supergraph.yaml; run rover supergraph compose; verify character(id) { facts { factText } } works via Apollo Router.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; graphql; federation; sprint-5,,4,As a developer the Bible Service is deployed to staging with GraphQL subgraph NATS integration and Neo4j Aura connection
155,Task,Containerise Bible Service and deploy to GKE staging with Neo4j Aura connection and health check,"Create services/bible/Dockerfile extending infra/docker/Dockerfile.service. Create infra/k8s/services/bible/deployment.yaml: 2 replicas; image from GCR; env from ExternalSecret (NEO4J_URI, NEO4J_USER, NEO4J_PASSWORD from Neo4j Aura credentials, OPENAI_API_KEY for embedding calls, NATS_URL, SCRIPT_SERVICE_GRPC_URL); resource limits 500m CPU / 512Mi RAM; readinessProbe httpGet /health port 4005; livenessProbe httpGet /health. Create service.yaml: ClusterIP ports 4005 (HTTP) and 4006 (gRPC). Create infra/k8s/services/bible/neo4j-migration-job.yaml: Kubernetes Job running node packages/db/scripts/apply-bible-constraints.ts; completions 1; backoffLimit 3. Add /health endpoint that calls neo4j driver verifyConnectivity() — if Neo4j unreachable returns 503. Add Bible Service to CI release workflow. Deploy to staging; verify kubectl get pods returns 2/2 Running and /health returns 200.",,1,New,ScriptOS,ScriptOS\Sprint 5,kubernetes; bible-service; neo4j; sprint-5,,8,As a developer the Bible Service is deployed to staging with GraphQL subgraph NATS integration and Neo4j Aura connection
156,Task,Implement Bible Service NATS JetStream consumer for script.checkpointed events to trigger stub creation,"Implement services/bible/src/consumers/script-checkpoint.consumer.ts. Create a NATS JetStream push consumer (durable name: bible-checkpoint) subscribing to stream SCRIPT_EVENTS with subject filter scriptos.script.checkpointed. On each message: (1) Parse ScriptCheckpointedPayload. (2) Call the stub creation logic for each changedSceneId (same logic as task #152 but running inside Bible Service directly — avoids cross-service calling back to Script Service). (3) Acknowledge message after successful processing. (4) On processing error: nak the message with 5s delay; retry up to 5 times; after 5 failures send to dead-letter. Consumer startup: initialised in services/bible/src/index.ts before the gRPC server starts accepting requests. Integration test: publish a fake script.checkpointed event with 2 character names in the scene snapshot → verify 2 Character stub nodes in Neo4j within 5s.",,1,New,ScriptOS,ScriptOS\Sprint 5,bible-service; nats; consumer; sprint-5,,6,As a developer the Bible Service is deployed to staging with GraphQL subgraph NATS integration and Neo4j Aura connection
157,Feature,Bible UI Sprint 5,"The Sprint 5 frontend delivers the Series Bible panel — a tabbed sidebar in the main editor layout showing Characters, Locations, Props, and Lore. Writers can browse and edit bible entities inline, navigate from a character name in the script directly to their bible entry, and see real-time canon violation banners when new facts contradict established canon. Reference: Wiki/15-roadmap.md Sprint 5 frontend tasks.","- Bible panel: tabbed view with Characters, Locations, Props, Lore tabs rendered as a collapsible right sidebar in the editor layout
- Character detail: name, description, facts list (editable), voice profile editor, reference scene picker
- Location detail: name, type, linked scenes list
- Bible ↔ editor: character names in dialogue highlighted as clickable links; clicking opens that character's detail in Bible panel
- Canon conflict banner shown in editor header when validateScriptConsistency returns conflicts
- Stub characters (isStub=true) shown with a 'Needs enrichment' badge; writers can click to fill in details",1,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; react; sprint-5,,,Import Pipeline & Series Bible
158,User Story,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline,"The Bible panel gives writers an always-available reference to their story world without leaving the editor. The bible ↔ editor integration makes character names in scripts first-class navigation targets. Canon conflict banners surface contradictions the moment a writer adds a new fact, before it spreads to the rest of the team. Reference: Wiki/15-roadmap.md Sprint 5 frontend tasks.","- Bible panel opens as a collapsible right sidebar (320px wide) from a book icon in the editor toolbar; state persisted in localStorage
- Characters tab: list of characters with name, type badge, stub indicator; search/filter by name; clicking opens character detail view
- Character detail view: name, description, type, list of facts (factText + confidence badge + sourceScene link), voice profile section (vocabularyLevel dropdown, forbiddenWords chips, reference scenes); all fields editable via mutation calls; changes optimistically updated in Apollo cache
- Locations tab: list of locations; location detail shows name, type, linked scenes count
- Props and Lore tabs: stub views showing count and entity list (full CRUD deferred to Sprint 12)
- Bible ↔ editor integration: the editor's TipTap document scans character_name nodes; any name matching a Character in the bible is wrapped in a character-mention mark (underlined + bible color); hovering shows tooltip with character description; clicking opens Bible panel to that character
- Canon conflict banner: red sticky banner below the editor toolbar reading 'Canon conflict detected — N contradictions found' with a Review button; banner shown when the latest validateScriptConsistency call returns ConflictResult[].length > 0; dismissed per session
- Auto-stub indicator: isStub=true characters shown with a dashed border + 'Add details' CTA in the character list",2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; canon; sprint-5,8,,Bible UI Sprint 5
159,Task,Build Bible panel with tabbed navigation and collapsible sidebar layout in the editor,"Create src/editor/components/BiblePanel.tsx. Integrate into EditorPage layout as a right sidebar. Layout: the editor area shrinks when Bible panel is open (CSS flex or grid). Toggle button: book icon in EditorToolbar; state in localStorage key bible-panel-open. BiblePanel renders a Tabs component (Radix UI Tabs or Headless UI): tabs array ['Characters', 'Locations', 'Props', 'Lore']. Characters tab: uses useGetCharactersQuery(projectId) Apollo hook; renders CharacterList with search input (client-side filter on name); each CharacterListItem shows name + CharacterTypeBadge + isStub indicator (dashed border). Locations tab: useGetLocationsQuery; LocationList with items. Props and Lore tabs: placeholder 'Coming in Sprint 12' empty states. Panel width: 320px; overflow-y: auto. Vitest test: render BiblePanel with mocked characters query returning 3 characters; assert 3 CharacterListItem components rendered; test stub indicator shown for isStub=true character.",,2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; react; sprint-5,,8,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline
160,Task,Build character detail view with facts list and voice profile editor in the Bible panel,"Create src/editor/components/CharacterDetail.tsx. Navigated to when CharacterListItem clicked (local panel navigation state, not React Router). Sections: (1) Header: name (editable h2 with click-to-edit pattern), CharacterTypeBadge, stub badge if isStub. (2) Description: editable textarea. (3) Facts list: each FactItem shows factText, confidence badge (colour per threshold), sourceScene link (opens editor at that scene), isActive toggle, Add New Fact button → FactCreateForm. (4) Voice profile: vocabularyLevel Select (BASIC, CONVERSATIONAL, SOPHISTICATED, TECHNICAL), speechPatterns tag input (chips), forbiddenWords tag input (red chips), referenceSceneIds scene picker (shows scene heading selector from current script scenes). All edits call useMutation: updateCharacter, createFact, createVoiceProfile or updateVoiceProfile. Apollo optimistic updates for facts list. Vitest test: render CharacterDetail with mocked character; add a fact; assert createFact mutation called with correct factText.",,2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; character; sprint-5,,8,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline
161,Task,Build location detail view with linked scenes list in the Bible panel,"Create src/editor/components/LocationDetail.tsx. Sections: (1) Header: location name (editable), LocationTypeBadge (Interior=blue, Exterior=green, Both=teal). (2) Description: editable textarea. (3) Linked scenes: list of SceneRef nodes linked via SET_IN — each shows sceneNumber, headingText, episode title; clicking a scene navigates the editor to that scene via the same scroll mechanism as the Scene Panel. (4) Facts section: same FactItem list as CharacterDetail but scoped to location facts. Data from useGetLocationQuery(locationId) including locations { linkedScenes { sceneNumber headingText episodeTitle } facts { factText confidence } }. Navigation from LocationList: clicking a LocationListItem sets the local panel navigation state to { view: 'location', id }. Vitest test: render LocationDetail with 3 linked scenes; assert 3 scene links rendered; click first link; assert scroll command fired.",,2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; location; sprint-5,,6,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline
162,Task,Implement Bible to editor integration with character name detection and click-to-bible navigation,"Create apps/web/src/editor/extensions/BibleMentionMark.ts as a TipTap Mark extension. Logic: (1) TipTap Plugin that runs on every document change (afterTransaction hook): scan all character_name nodes in the document; extract text content. (2) Query useBibleCharactersQuery(projectId) to get the list of known character names (cached, refreshed every 30s). (3) For each character_name node whose text matches a bible character: apply the 'bible-mention' mark. CSS for mark: text-decoration: underline dotted; color: inherit; cursor: pointer. Click handler on the mark: open Bible panel and navigate to CharacterDetail for that character's id. Hover tooltip: show TooltipCard with character description (fetched from Apollo cache). For stub characters (isStub=true): tooltip shows 'Stub — click to add details' with a slightly different underline style (dashed). Performance: debounce the scan on afterTransaction to max 2 per second to avoid blocking the editor on fast typing. Vitest test: editor with character node 'WALTER'; bible characters include Walter; assert bible-mention mark applied.",,2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; editor-integration; sprint-5,,8,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline
163,Task,Implement canon conflict banner shown in editor header when validateScriptConsistency returns conflicts,"Create src/editor/components/ConflictBanner.tsx. Trigger: after each checkpoint event (listen via NATS subscription proxied through a GraphQL subscription or poll every 60s for pending conflicts). On mount and on checkpoint: call validateScriptConsistencyQuery(projectId, recentFacts) GraphQL query. If response.conflicts.length > 0: show the ConflictBanner (sticky div below EditorToolbar): red background (bg-red-600 text-white), icon + 'Canon conflict: {N} contradiction(s) detected'. Review button opens ConflictReviewModal. ConflictReviewModal: table of conflicts with { existingFact, newFact, conflictType, severity }; each row has Acknowledge / Resolve buttons (stub — mark conflict as reviewed in DB). Dismiss button hides banner for the current session (sessionStorage). Severity badge: ERROR=red, WARNING=amber, INFO=blue. Vitest test: render with 2 conflicts; assert banner text shows '2 contradiction(s)'; click Review; assert modal opens with 2 rows; click Dismiss; assert banner hidden.",,2,New,ScriptOS,ScriptOS\Sprint 5,frontend; bible-panel; canon; conflict; sprint-5,,4,As a writer I can browse and edit the Series Bible from the editor and see canon violations highlighted inline
